N,V,T,P,DirectRad,ScatterRad,SumRad
1,2,-16.2,729.4,0,0,0
2,2,-16.2,729.4,0,0,0
3,2,-16.2,729.4,0,0,0
4,2,-16.2,729.4,0,0,0
5,2,-16.2,729.4,0,0,0
6,2,-16.2,729.4,0,0,0
7,2,-16.2,729.4,0,0,0
8,2,-16.2,729.4,0,0,0
9,2,-16.2,729.4,0,0,0
10,2,-16.2,729.4,0,0,0
11,2,-16.2,729.4,0.43,62.78,64.21
12,2,-16.2,729.4,8.97,117.23,127.21
13,2,-16.2,729.4,45.49,175.87,222.37
14,2,-16.2,729.4,116.91,227.26,345.17
15,2,-16.2,729.4,89,210.24,300.24
16,2,-16.2,729.4,29.69,157.62,188.3
17,2,-16.2,729.4,3.43,92.34,96.77
18,1,-16.2,729.4,0,26.98,27.23
19,1,-16.2,729.4,0,0,0
20,1,-16.2,729.4,0,0,0
21,1,-16.2,729.4,0,0,0
22,1,-16.2,729.4,0,0,0
23,1,-13.1,731.8,0,0,0
24,2,-13.1,731.8,0,0,0
25,2,-15.4,736.6,0,0,0
26,2,-15.4,736.6,0,0,0
27,2,-15.4,736.6,0,0,0
28,2,-15.4,736.6,0,0,0
29,2,-15.4,736.6,0,0,0
30,1,-15.4,736.6,0,0,0
31,1,-16,738.3,0,0,0
32,1,-16,738.3,0,0,0
33,1,-16,738.3,0,0,0
34,1,-16,738.3,0,0,0
35,1,-16,738.3,0,37.97,38.35
36,1,-16,738.3,1.69,80.4,83.09
37,1,-16,738.3,11.5,129.41,141.91
38,1,-16,738.3,30.74,170.47,202.21
39,1,-16,738.3,23.22,157.16,181.39
40,1,-16,738.3,7.25,114.34,122.59
41,1,-16,738.3,0.19,60.27,61.46
42,1,-16,738.3,0,14.47,14.54
43,1,-16,738.3,0,0,0
44,1,-16,738.3,0,0,0
45,1,-16,738.3,0,0,0
46,1,-16,738.3,0,0,0
47,1,-15.9,738.2,0,0,0
48,1,-15.9,738.2,0,0,0
49,1,-17.3,738.3,0,0,0
50,1,-17.3,738.3,0,0,0
51,1,-17.3,738.3,0,0,0
52,1,-17.3,738.3,0,0,0
53,1,-17.3,738.3,0,0,0
54,1,-17.3,738.3,0,0,0
55,1,-17.3,738.4,0,0,0
56,1,-17.3,738.4,0,0,0
57,1,-17.3,738.4,0,0,0
58,1,-17.3,738.4,0,0,0
59,1,-17.3,738.4,0,38.1,38.49
60,1,-17.3,738.4,1.72,80.51,83.23
61,1,-17.3,738.4,11.67,102.72,115.39
62,1,-17.3,738.4,31.1,134.57,166.67
63,1,-17.3,738.4,23.51,124.48,148.99
64,1,-17.3,738.4,7.36,90.6,98.96
65,1,-17.3,738.4,0.21,46.26,47.47
66,1,-17.3,738.4,0,10.39,10.46
67,1,-17.3,738.4,0,0,0
68,1,-17.3,738.4,0,0,0
69,1,-17.3,738.4,0,0,0
70,1,-17.3,738.4,0,0,0
71,1,-18.1,738.6,0,0,0
72,1,-18.1,738.6,0,0,0
73,1,-20.5,740.9,0,0,0
74,1,-20.5,740.9,0,0,0
75,1,-20.5,740.9,0,0,0
76,1,-20.5,740.9,0,0,0
77,1,-20.5,740.9,0,0,0
78,1,-20.5,740.9,0,0,0
79,1,-21.1,741.9,0,0,0
80,1,-21.1,741.9,0,0,0
81,1,-21.1,741.9,0,0,0
82,1,-21.1,741.9,0,0,0
83,1,-21.1,741.9,0,38.22,38.61
84,1,-21.1,741.9,1.75,80.64,83.4
85,1,-21.1,741.9,50.08,174.66,225.74
86,1,-21.1,741.9,128.35,226.02,355.37
87,1,-21.1,741.9,97.78,209.04,307.82
88,1,-21.1,741.9,32.73,156.36,190.1
89,1,-21.1,741.9,3.89,90.89,95.78
90,1,-21.1,741.9,0,26.2,26.48
91,1,-21.1,741.9,0,0,0
92,1,-21.1,741.9,0,0,0
93,1,-21.1,741.9,0,0,0
94,1,-21.1,741.9,0,0,0
95,1,-20.1,742,0,0,0
96,1,-20.1,742,0,0,0
97,1,-22.5,744.4,0,0,0
98,1,-22.5,744.4,0,0,0
99,1,-22.5,744.4,0,0,0
100,1,-22.5,744.4,0,0,0
101,1,-22.5,744.4,0,0,0
102,1,-22.5,744.4,0,0,0
103,1,-15.8,745.4,0,0,0
104,1,-15.8,745.4,0,0,0
105,1,-15.8,745.4,0,0,0
106,1,-15.8,745.4,0,0,0
107,1,-15.8,745.4,0,38.33,38.73
108,1,-15.8,745.4,1.79,80.81,83.6
109,1,-15.8,745.4,11.91,103.49,116.4
110,1,-15.8,745.4,31.66,135.41,168.06
111,1,-15.8,745.4,23.94,125.3,150.24
112,1,-15.8,745.4,7.53,91.33,99.86
113,1,-15.8,745.4,0.24,46.75,47.99
114,1,-15.8,745.4,0,10.58,10.65
115,1,-15.8,745.4,0,0,0
116,1,-15.8,745.4,0,0,0
117,1,-15.8,745.4,0,0,0
118,1,-15.8,745.4,0,0,0
119,1,-13.9,743.6,0,0,0
120,1,-13.9,743.6,0,0,0
121,1,-22.6,741.6,0,0,0
122,1,-22.6,741.6,0,0,0
123,1,-22.6,741.6,0,0,0
124,1,-22.6,741.6,0,0,0
125,1,-22.6,741.6,0,0,0
126,1,-22.6,741.6,0,0,0
127,1,-19.5,739.9,0,0,0
128,1,-19.5,739.9,0,0,0
129,1,-19.5,739.9,0,0,0
130,1,-19.5,739.9,0,0,0
131,1,-19.5,739.9,0.66,80.58,82.24
132,1,-19.5,739.9,10.42,138.51,149.92
133,1,-19.5,739.9,51.82,199.07,251.89
134,1,-19.5,739.9,132.14,253.62,386.76
135,1,-19.5,739.9,100.8,235.39,337.19
136,1,-19.5,739.9,33.96,180,214.96
137,1,-19.5,739.9,10.46,138.09,149.56
138,2,-19.5,739.9,0,38,38.3
139,2,-19.5,739.9,0,0,0
140,2,-19.5,739.9,0,0,0
141,2,-19.5,739.9,0,0,0
142,2,-19.5,739.9,0,0,0
143,2,-16.8,737,0,0,0
144,1,-16.8,737,0,0,0
145,1,-23.6,733.4,0,0,0
146,1,-23.6,733.4,0,0,0
147,1,-23.6,733.4,0,0,0
148,1,-23.6,733.4,0,0,0
149,1,-23.6,733.4,0,0,0
150,1,-23.6,733.4,0,0,0
151,1,-15.7,734,0,0,0
152,1,-15.7,734,0,0,0
153,1,-15.7,734,0,0,0
154,1,-15.7,734,0,0,0
155,1,-15.7,734,0.74,80.18,81.93
156,1,-15.7,734,10.85,137.17,149.02
157,1,-15.7,734,53.16,140.06,194.21
158,1,-15.7,734,134.97,183.19,319.16
159,1,-15.7,734,103.08,169.14,273.22
160,1,-15.7,734,34.92,124.35,160.27
161,1,-15.7,734,10.84,88.95,100.79
162,2,-15.7,734,0,17.88,18.19
163,2,-15.7,734,0,0,0
164,2,-15.7,734,0,0,0
165,2,-15.7,734,0,0,0
166,2,-15.7,734,0,0,0
167,2,-11.3,734,0,0,0
168,2,-11.3,734,0,0,0
169,2,-13.3,734,0,0,0
170,2,-13.3,734,0,0,0
171,2,-13.3,734,0,0,0
172,2,-13.3,734,0,0,0
173,2,-13.3,734,0,0,0
174,1,-13.3,734,0,0,0
175,1,-15.7,738.1,0,0,0
176,1,-15.7,738.1,0,0,0
177,1,-15.7,738.1,0,0,0
178,1,-15.7,738.1,0,0,0
179,1,-15.7,738.1,0,39.72,40.17
180,1,-15.7,738.1,02.02,81.81,84.84
181,1,-15.7,738.1,49.9,104.48,155.37
182,1,-15.7,738.1,126.66,135.93,263.59
183,1,-15.7,738.1,96.75,125.97,223.72
184,1,-15.7,738.1,32.77,92.47,126.24
185,1,-15.7,738.1,10.15,64.65,75.8
186,1,-15.7,738.1,0,11.49,11.78
187,1,-15.7,738.1,0,0,0
188,1,-15.7,738.1,0,0,0
189,1,-15.7,738.1,0,0,0
190,1,-15.7,738.1,0,0,0
191,1,-14.3,736.8,0,0,0
192,1,-14.3,736.8,0,0,0
193,1,-20.5,733,0,0,0
194,1,-20.5,733,0,0,0
195,1,-20.5,733,0,0,0
196,1,-20.5,733,0,0,0
197,1,-20.5,733,0,0,0
198,1,-20.5,733,0,0,0
199,1,-17.3,731,0,0,0
200,1,-17.3,731,0,0,0
201,1,-17.3,731,0,0,0
202,1,-17.3,731,0,0,0
203,1,-17.3,731,0.84,61.58,63.42
204,1,-17.3,731,11.37,114.17,126.54
205,1,-17.3,731,55.29,195.04,251.32
206,1,-17.3,731,139.56,248.6,389.17
207,1,-17.3,731,106.76,230.72,338.47
208,1,-17.3,731,36.43,176.3,213.73
209,1,-17.3,731,11.43,135.18,147.61
210,1,-17.3,731,0,38.14,38.47
211,1,-17.3,731,0,0,0
212,1,-17.3,731,0,0,0
213,1,-17.3,731,0,0,0
214,1,-17.3,731,0,0,0
215,1,-13,728.5,0,0,0
216,2,-13,728.5,0,0,0
217,2,-14.9,724.6,0,0,0
218,2,-14.9,724.6,0,0,0
219,2,-14.9,724.6,0,0,0
220,2,-14.9,724.6,0,0,0
221,2,-14.9,724.6,0,0,0
222,1,-14.9,724.6,0,0,0
223,1,-13.8,726.2,0,0,0
224,1,-13.8,726.2,0,0,0
225,1,-13.8,726.2,0,0,0
226,1,-13.8,726.2,0,0,0
227,1,-13.8,726.2,0,40.84,41.33
228,1,-13.8,726.2,2.22,82.58,85.8
229,1,-13.8,726.2,13.44,129.89,144.33
230,1,-13.8,726.2,26.56,156.58,184.14
231,1,-13.8,726.2,26.57,156.55,184.12
232,1,-13.8,726.2,8.62,115.4,125.01
233,1,-13.8,726.2,2.21,82.5,85.72
234,2,-13.8,726.2,0,16.85,16.94
235,2,-13.8,726.2,0,0,0
236,2,-13.8,726.2,0,0,0
237,2,-13.8,726.2,0,0,0
238,2,-13.8,726.2,0,0,0
239,2,-12.9,725.8,0,0,0
240,1,-12.9,725.8,0,0,0
241,1,-18.3,723.7,0,0,0
242,1,-18.3,723.7,0,0,0
243,1,-18.3,723.7,0,0,0
244,1,-18.3,723.7,0,0,0
245,1,-18.3,723.7,0,0,0
246,1,-18.3,723.7,0,0,0
247,1,-13.9,721.1,0,0,0
248,1,-13.9,721.1,0,0,0
249,1,-13.9,721.1,0,0,0
250,1,-13.9,721.1,0,0,0
251,1,-13.9,721.1,1,62.16,64.16
252,0,-13.9,721.1,12.19,113.75,126.94
253,0,-13.9,721.1,54.05,192.24,247.3
254,0,-13.9,721.1,103.8,227.43,332.24
255,0,-13.9,721.1,103.81,227.36,332.17
256,0,-13.9,721.1,35.74,173.82,210.57
257,0,-13.9,721.1,11.33,133.45,145.78
258,0,-13.9,721.1,0,38.72,39.07
259,0,-13.9,721.1,0,0,0
260,0,-13.9,721.1,0,0,0
261,0,-13.9,721.1,0,0,0
262,0,-13.9,721.1,0,0,0
263,0,-12.5,719.1,0,0,0
264,1,-12.5,719.1,0,0,0
265,1,-19.3,719,0,0,0
266,1,-19.3,719,0,0,0
267,1,-19.3,719,0,0,0
268,1,-19.3,719,0,0,0
269,1,-19.3,719,0,0,0
270,1,-19.3,719,0,0,0
271,1,-15.3,720.8,0,0,0
272,1,-15.3,720.8,0,0,0
273,1,-15.3,720.8,0,0,0
274,1,-15.3,720.8,0,0,0
275,1,-15.3,720.8,01.09,78.49,80.58
276,0,-15.3,720.8,12.63,133.06,146.7
277,0,-15.3,720.8,50.25,105.87,157.13
278,0,-15.3,720.8,96.4,126.81,224.2
279,0,-15.3,720.8,96.4,126.79,224.19
280,0,-15.3,720.8,33.25,94.17,128.42
281,0,-15.3,720.8,10.54,66.92,78.46
282,1,-15.3,720.8,0,13.15,13.47
283,1,-15.3,720.8,0,0,0
284,1,-15.3,720.8,0,0,0
285,1,-15.3,720.8,0,0,0
286,1,-15.3,720.8,0,0,0
287,1,-11.7,722.6,0,0,0
288,1,-11.7,722.6,0,0,0
289,1,-14.9,730.6,0,0,0
290,1,-14.9,730.6,0,0,0
291,1,-14.9,730.6,0,0,0
292,1,-14.9,730.6,0,0,0
293,1,-14.9,730.6,0,0,0
294,1,-14.9,730.6,0,0,0
295,1,-16.9,733.3,0,0,0
296,1,-16.9,733.3,0,0,0
297,1,-16.9,733.3,0,0,0
298,1,-16.9,733.3,0,0,0
299,1,-16.9,733.3,0,29.08,29.6
300,1,-16.9,733.3,2.42,61.1,64.52
301,1,-16.9,733.3,14.14,131.13,146.26
302,1,-16.9,733.3,27.79,157.75,186.54
303,1,-16.9,733.3,27.79,157.72,186.51
304,1,-16.9,733.3,9.11,116.66,126.76
305,1,-16.9,733.3,2.4,83.75,87.15
306,0,-16.9,733.3,0,17.59,17.68
307,0,-16.9,733.3,0,0,0
308,0,-16.9,733.3,0,0,0
309,0,-16.9,733.3,0,0,0
310,0,-16.9,733.3,0,0,0
311,0,-16.7,734,0,0,0
312,1,-16.7,734,0,0,0
313,1,-25.3,734.3,0,0,0
314,1,-25.3,734.3,0,0,0
315,1,-25.3,734.3,0,0,0
316,1,-25.3,734.3,0,0,0
317,1,-25.3,734.3,0,0,0
318,1,-25.3,734.3,0,0,0
319,1,-21.1,734.1,0,0,0
320,1,-21.1,734.1,0,0,0
321,1,-21.1,734.1,0,0,0
322,1,-21.1,734.1,0,0,0
323,1,-21.1,734.1,1.13,77.63,79.76
324,1,-21.1,734.1,12.89,132.84,146.73
325,1,-21.1,734.1,60.65,170.1,231.76
326,1,-21.1,734.1,116.06,203,320.07
327,1,-21.1,734.1,116.07,202.95,320.02
328,1,-21.1,734.1,40.22,152.64,193.85
329,1,-21.1,734.1,12.9,113.75,127.65
330,0,-21.1,734.1,0,28.67,29.07
331,0,-21.1,734.1,0,0,0
332,0,-21.1,734.1,0,0,0
333,0,-21.1,734.1,0,0,0
334,0,-21.1,734.1,0,0,0
335,0,-17.9,733.4,0,0,0
336,1,-17.9,733.4,0,0,0
337,1,-18.2,734,0,0,0
338,1,-18.2,734,0,0,0
339,1,-18.2,734,0,0,0
340,1,-18.2,734,0,0,0
341,1,-18.2,734,0,0,0
342,1,-18.2,734,0,0,0
343,1,-15,735.4,0,0,0
344,1,-15,735.4,0,0,0
345,1,-15,735.4,0,0,0
346,1,-15,735.4,0,0,0
347,1,-15,735.4,0,77.57,78.12
348,0,-15,735.4,2.57,132.51,136.08
349,0,-15,735.4,14.72,132,147.72
350,0,-15,735.4,28.8,158.52,188.32
351,0,-15,735.4,28.8,158.49,188.29
352,0,-15,735.4,9.52,117.58,128.1
353,0,-15,735.4,2.56,84.76,88.32
354,1,-15,735.4,0,18.27,18.37
355,1,-15,735.4,0,0,0
356,1,-15,735.4,0,0,0
357,1,-15,735.4,0,0,0
358,1,-15,735.4,0,0,0
359,1,-10.1,735.9,0,0,0
360,1,-10.1,735.9,0,0,0
361,1,-12.4,738.7,0,0,0
362,1,-12.4,738.7,0,0,0
363,1,-12.4,738.7,0,0,0
364,1,-12.4,738.7,0,0,0
365,1,-12.4,738.7,0,0,0
366,0,-12.4,738.7,0,0,0
367,0,-12.6,740,0,0,0
368,0,-12.6,740,0,0,0
369,0,-12.6,740,0,0,0
370,0,-12.6,740,0,0,0
371,0,-12.6,740,0,43.18,43.74
372,1,-12.6,740,2.63,85.37,89.01
373,1,-12.6,740,14.96,132.67,148.62
374,1,-12.6,740,29.22,159.23,189.44
375,1,-12.6,740,29.22,159.2,189.42
376,1,-12.6,740,14.96,132.6,148.56
377,1,-12.6,740,2.62,85.3,88.92
378,1,-12.6,740,0,18.5,18.6
379,1,-12.6,740,0,0,0
380,1,-12.6,740,0,0,0
381,1,-12.6,740,0,0,0
382,1,-12.6,740,0,0,0
383,1,-15.5,739.7,0,0,0
384,0,-15.5,739.7,0,0,0
385,0,-19,738.6,0,0,0
386,0,-19,738.6,0,0,0
387,0,-19,738.6,0,0,0
388,0,-19,738.6,0,0,0
389,0,-19,738.6,0,0,0
390,2,-19,738.6,0,0,0
391,2,-19.3,737.5,0,0,0
392,2,-19.3,737.5,0,0,0
393,2,-19.3,737.5,0,0,0
394,2,-19.3,737.5,0,0,0
395,2,-19.3,737.5,0,43.72,44.3
396,1,-19.3,737.5,2.73,85.9,89.63
397,1,-19.3,737.5,63.96,147.34,212.3
398,1,-19.3,737.5,121.71,176.47,299.18
399,1,-19.3,737.5,121.72,176.43,299.15
400,1,-19.3,737.5,63.96,147.25,212.22
401,1,-19.3,737.5,13.84,96.31,111.15
402,0,-19.3,737.5,0,22.51,22.94
403,0,-19.3,737.5,0,0,0
404,0,-19.3,737.5,0,0,0
405,0,-19.3,737.5,0,0,0
406,0,-19.3,737.5,0,0,0
407,0,-19.5,736.6,0,0,0
408,1,-19.5,736.6,0,0,0
409,1,-28.1,734.9,0,0,0
410,1,-28.1,734.9,0,0,0
411,1,-28.1,734.9,0,0,0
412,1,-28.1,734.9,0,0,0
413,1,-28.1,734.9,0,0,0
414,0,-28.1,734.9,0,0,0
415,0,-24.7,735.2,0,0,0
416,0,-24.7,735.2,0,0,0
417,0,-24.7,735.2,0,0,0
418,0,-24.7,735.2,0,0,0
419,0,-24.7,735.2,1.42,77.45,79.87
420,0,-24.7,735.2,14.4,131.68,147.08
421,0,-24.7,735.2,65.97,169.86,236.83
422,0,-24.7,735.2,125.21,202.32,328.53
423,0,-24.7,735.2,125.21,202.27,328.49
424,0,-24.7,735.2,65.98,169.72,236.7
425,0,-24.7,735.2,14.4,114.27,129.67
426,0,-24.7,735.2,1.42,63.39,65.81
427,0,-24.7,735.2,0,0,0
428,0,-24.7,735.2,0,0,0
429,0,-24.7,735.2,0,0,0
430,0,-21.5,734.2,0,0,0
431,0,-21.5,734.2,0,0,0
432,1,-21.5,734.2,0,0,0
433,1,-28.1,734,0,0,0
434,1,-28.1,734,0,0,0
435,1,-28.1,734,0,0,0
436,1,-28.1,734,0,0,0
437,1,-28.1,734,0,0,0
438,0,-28.1,734,0,0,0
439,0,-22.6,734.2,0,0,0
440,0,-22.6,734.2,0,0,0
441,0,-22.6,734.2,0,0,0
442,0,-22.6,734.2,0,0,0
443,0,-22.6,734.2,1.51,77.55,80.06
444,0,-22.6,734.2,14.85,131.47,147.32
445,0,-22.6,734.2,67.56,169.79,238.35
446,0,-22.6,734.2,127.91,202.11,331.03
447,0,-22.6,734.2,127.91,202.06,330.98
448,0,-22.6,734.2,67.56,169.66,238.22
449,0,-22.6,734.2,14.85,114.47,130.32
450,1,-22.6,734.2,1.51,63.81,66.33
451,1,-22.6,734.2,0,0,0
452,1,-22.6,734.2,0,0,0
453,1,-22.6,734.2,0,0,0
454,1,-19.8,733.5,0,0,0
455,1,-19.8,733.5,0,0,0
456,0,-19.8,733.5,0,0,0
457,0,-26.9,733.9,0,0,0
458,0,-26.9,733.9,0,0,0
459,0,-26.9,733.9,0,0,0
460,0,-26.9,733.9,0,0,0
461,0,-26.9,733.9,0,0,0
462,1,-26.9,733.9,0,0,0
463,1,-21.6,734.6,0,0,0
464,1,-21.6,734.6,0,0,0
465,1,-21.6,734.6,0,0,0
466,1,-21.6,734.6,0,0,0
467,1,-21.6,734.6,1.6,64.39,66.99
468,1,-21.6,734.6,15.29,114.84,131.13
469,1,-21.6,734.6,69.06,169.88,239.94
470,1,-21.6,734.6,130.49,202.1,333.58
471,1,-21.6,734.6,130.49,202.05,333.53
472,1,-21.6,734.6,69.07,169.74,239.81
473,1,-21.6,734.6,15.28,114.72,131
474,1,-21.6,734.6,1.6,64.21,66.81
475,1,-21.6,734.6,0,0,0
476,1,-21.6,734.6,0,0,0
477,1,-21.6,734.6,0,0,0
478,1,-19.3,733.4,0,0,0
479,1,-19.3,733.4,0,0,0
480,0,-19.3,733.4,0,0,0
481,0,-24.3,735.7,0,0,0
482,0,-24.3,735.7,0,0,0
483,0,-24.3,735.7,0,0,0
484,0,-24.3,735.7,0,0,0
485,0,-24.3,735.7,0,0,0
486,0,-24.3,735.7,0,0,0
487,0,-19.9,736.5,0,0,0
488,0,-19.9,736.5,0,0,0
489,0,-19.9,736.5,0,0,0
490,0,-19.9,736.5,0,0,0
491,0,-19.9,736.5,1.68,64.77,67.45
492,0,-19.9,736.5,15.69,115.17,131.86
493,0,-19.9,736.5,16.88,99.15,117.03
494,0,-19.9,736.5,32.5,116.73,150.24
495,0,-19.9,736.5,32.5,116.73,150.23
496,0,-19.9,736.5,16.88,99.14,117.02
497,0,-19.9,736.5,3.17,64.53,68.7
498,0,-19.9,736.5,0,32.23,32.9
499,0,-19.9,736.5,0,0,0
500,0,-19.9,736.5,0,0,0
501,0,-19.9,736.5,0,0,0
502,0,-18.1,737.2,0,0,0
503,0,-18.1,737.2,0,0,0
504,1,-18.1,737.2,0,0,0
505,1,-19.7,736.7,0,0,0
506,1,-19.7,736.7,0,0,0
507,1,-19.7,736.7,0,0,0
508,1,-19.7,736.7,0,0,0
509,1,-19.7,736.7,0,0,0
510,1,-19.7,736.7,0,0,0
511,1,-18.9,737.2,0,0,0
512,1,-18.9,737.2,0,0,0
513,1,-18.9,737.2,0,0,0
514,1,-18.9,737.2,0,0,0
515,1,-18.9,737.2,0,32.84,33.54
516,1,-18.9,737.2,3.29,65.28,69.57
517,1,-18.9,737.2,66.91,161.87,229.78
518,1,-18.9,737.2,125.99,192.68,319.67
519,1,-18.9,737.2,126,192.63,319.63
520,1,-18.9,737.2,66.92,161.76,229.68
521,1,-18.9,737.2,14.92,108.65,124.57
522,0,-18.9,737.2,1.57,60.08,62.65
523,0,-18.9,737.2,0,0,0
524,0,-18.9,737.2,0,0,0
525,0,-18.9,737.2,0,0,0
526,0,-17.1,736.5,0,0,0
527,0,-17.1,736.5,0,0,0
528,1,-17.1,736.5,0,0,0
529,1,-27.3,736.2,0,0,0
530,1,-27.3,736.2,0,0,0
531,1,-27.3,736.2,0,0,0
532,1,-27.3,736.2,0,0,0
533,1,-27.3,736.2,0,0,0
534,1,-27.3,736.2,0,0,0
535,1,-21.5,736,0,0,0
536,1,-21.5,736,0,0,0
537,1,-21.5,736,0,0,0
538,1,-21.5,736,0,0,0
539,1,-21.5,736,1.87,78.15,81.03
540,0,-21.5,736,16.64,131.3,148.94
541,0,-21.5,736,73.85,170.27,245.12
542,0,-21.5,736,138.65,202.2,341.85
543,0,-21.5,736,138.66,202.15,341.81
544,0,-21.5,736,73.86,170.14,245
545,0,-21.5,736,16.65,115.63,133.28
546,0,-21.5,736,1.88,65.54,68.41
547,0,-21.5,736,0,0,0
548,0,-21.5,736,0,0,0
549,0,-21.5,736,0,0,0
550,0,-21.5,734.7,0,0,0
551,0,-21.5,734.7,0,0,0
552,1,-21.5,734.7,0,0,0
553,1,-29.5,734.4,0,0,0
554,1,-29.5,734.4,0,0,0
555,1,-29.5,734.4,0,0,0
556,1,-29.5,734.4,0,0,0
557,1,-29.5,734.4,0,0,0
558,1,-29.5,734.4,0,0,0
559,1,-22.8,734.3,0,0,0
560,1,-22.8,734.3,0,0,0
561,1,-22.8,734.3,0,0,0
562,1,-22.8,734.3,0,1.95,1.98
563,1,-22.8,734.3,1.99,78.43,81.41
564,1,-22.8,734.3,17.2,131.22,149.42
565,1,-22.8,734.3,75.75,188.31,265.06
566,1,-22.8,734.3,141.85,222.49,365.35
567,1,-22.8,734.3,141.86,222.43,365.29
568,1,-22.8,734.3,75.76,188.15,264.91
569,1,-22.8,734.3,17.21,131.04,149.25
570,1,-22.8,734.3,1.99,78.21,81.2
571,1,-22.8,734.3,0,0,0
572,1,-22.8,734.3,0,0,0
573,1,-22.8,734.3,0,0,0
574,1,-21.8,733.1,0,0,0
575,1,-21.8,733.1,0,0,0
576,1,-21.8,733.1,0,0,0
577,1,-29.5,734.6,0,0,0
578,1,-29.5,734.6,0,0,0
579,1,-29.5,734.6,0,0,0
580,1,-29.5,734.6,0,0,0
581,1,-29.5,734.6,0,0,0
582,1,-29.5,734.6,0,0,0
583,1,-22.6,735.9,0,0,0
584,1,-22.6,735.9,0,0,0
585,1,-22.6,735.9,0,0,0
586,1,-22.6,735.9,0,1.46,1.5
587,1,-22.6,735.9,2.1,66.71,69.8
588,0,-22.6,735.9,17.72,116.37,135.09
589,0,-22.6,735.9,77.39,170.54,248.93
590,0,-22.6,735.9,144.65,202.24,347.89
591,0,-22.6,735.9,144.65,202.2,347.85
592,0,-22.6,735.9,77.4,170.42,248.81
593,0,-22.6,735.9,17.69,116.3,134.99
594,1,-22.6,735.9,02.09,66.54,69.63
595,1,-22.6,735.9,0,0,0
596,1,-22.6,735.9,0,0,0
597,1,-22.6,735.9,0,0,0
598,1,-21.3,736.2,0,0,0
599,1,-21.3,736.2,0,0,0
600,1,-21.3,736.2,0,0,0
601,1,-20.4,738.4,0,0,0
602,1,-20.4,738.4,0,0,0
603,1,-20.4,738.4,0,0,0
604,1,-20.4,738.4,0,0,0
605,1,-20.4,738.4,0,0,0
606,2,-20.4,738.4,0,0,0
607,2,-17.9,739.6,0,0,0
608,2,-17.9,739.6,0,0,0
609,1,-17.9,739.6,0,0,0
610,1,-17.9,739.6,0,0.14,0.14
611,1,-17.9,739.6,0,35.38,36.17
612,1,-17.9,739.6,3.79,68.38,73.17
613,1,-17.9,739.6,78.89,171.11,251
614,1,-17.9,739.6,147.22,202.83,351.05
615,1,-15.9,739.4,147.22,202.78,351
616,1,-15.9,739.4,78.92,146.3,226.22
617,1,-15.9,739.4,18.12,97.84,116.95
618,1,-15.9,739.4,2.17,53.44,56.61
619,1,-15.9,739.4,0,0.97,1
620,1,-15.9,739.4,0,0,0
621,1,-15.9,739.4,0,0,0
622,1,-17.7,739.6,0,0,0
623,1,-17.7,739.6,0,0,0
624,1,-17.7,739.6,0,0,0
625,1,-19.9,741.2,0,0,0
626,1,-19.9,741.2,0,0,0
627,0,-19.9,741.2,0,0,0
628,0,-19.9,741.2,0,0,0
629,0,-19.9,741.2,0,0,0
630,0,-19.9,741.2,0,0,0
631,0,-17.6,741.2,0,0,0
632,0,-17.6,741.2,0,0,0
633,0,-17.6,741.2,0,0,0
634,0,-17.6,741.2,0,0.21,0.21
635,0,-17.6,741.2,0,35.98,36.8
636,0,-17.6,741.2,3.9,69.18,74.08
637,0,-17.6,741.2,57.64,136.44,195.08
638,0,-17.6,741.2,107.6,161.74,270.33
639,0,-15.4,739.6,107.6,161.71,270.31
640,0,-15.4,739.6,57.77,138.33,197.09
641,0,-15.4,739.6,13.13,92.35,106.48
642,0,-15.4,739.6,1.36,50.05,52.42
643,0,-15.4,739.6,0,0.84,0.87
644,0,-15.4,739.6,0,0,0
645,0,-15.4,739.6,0,0,0
646,0,-15.2,738.7,0,0,0
647,0,-15.2,738.7,0,0,0
648,0,-15.2,738.7,0,0,0
649,0,-23.9,737,0,0,0
650,0,-23.9,737,0,0,0
651,1,-23.9,737,0,0,0
652,1,-23.9,737,0,0,0
653,1,-23.9,737,0,0,0
654,0,-23.9,737,0,0,0
655,0,-23.9,737,0,0,0
656,0,-21.9,737,0,0,0
657,1,-21.9,737,0,0,0
658,1,-21.9,737,0,2.83,2.87
659,1,-21.9,737,2.43,79.64,83.06
660,1,-21.9,737,35.02,152.08,188.1
661,1,-21.9,737,77.05,116.85,194.89
662,1,-21.9,737,143.13,137.4,281.53
663,1,-21,736.5,143.13,137.39,281.52
664,1,-21,736.5,83.02,171.06,255.09
665,1,-21,736.5,19.34,117.49,137.84
666,0,-21,736.5,2.43,68.16,71.59
667,0,-21,736.5,0,2.83,2.87
668,0,-21,736.5,0,0,0
669,1,-21,736.5,0,0,0
670,1,-20.6,736.1,0,0,0
671,1,-20.6,736.1,0,0,0
672,1,-20.6,736.1,0,0,0
673,1,-28.2,734.8,0,0,0
674,1,-28.2,734.8,0,0,0
675,1,-28.2,734.8,0,0,0
676,1,-28.2,734.8,0,0,0
677,1,-28.2,734.8,0,0,0
678,1,-28.2,734.8,0,0,0
679,1,-28.2,734.8,0,0,0
680,1,-22,734,0,0,0
681,0,-22,734,0,0,0
682,0,-22,734,0,3.14,3.14
683,0,-22,734,0,80.01,80.91
684,0,-22,734,8.28,151.94,161.22
