N,V,T,P,DirectRad,ScatterRad,SumRad
75407,1,20.1,713.4,0,0,0
75408,1,20.1,713.4,0,0,0
75409,1,14.7,713.2,0,0,0
75410,1,14.7,713.2,0,0,0
75411,1,14.7,713.2,0,0,0
75412,1,14.7,713.2,0,0,0
75413,1,11.4,712.9,0,0,0
75414,1,11.4,712.9,0,0,0
75415,1,11.4,712.9,0,0,0
75416,1,11.4,712.9,5.66,97.95,104.62
75417,1,11.4,712.9,23.42,134.1,158.52
75418,1,11.4,712.9,100.62,184.11,285.73
75419,1,11.4,712.9,160.16,200.95,362.11
75420,1,11.4,712.9,316.91,229.47,547.38
75421,1,11.4,712.9,411.33,242.16,654.49
75422,1,18.6,712.6,623.46,265.52,889.98
75423,1,18.6,712.6,623.46,265.52,889.98
75424,1,18.6,712.6,411.55,234.15,646.7
75425,1,18.6,712.6,317.09,222.21,540.3
75426,1,18.6,712.6,160.28,195.06,356.34
75427,1,18.6,712.6,100.7,178.8,280.51
75428,1,18.6,712.6,23.46,134.11,158.57
75429,1,18.6,712.6,5.68,97.99,104.67
75430,1,18.6,712.6,0,0,0
75431,1,19.1,711.4,0,0,0
75432,1,19.1,711.4,0,0,0
75433,1,16.8,711.9,0,0,0
75434,1,16.8,711.9,0,0,0
75435,0,16.8,711.9,0,0,0
75436,0,16.8,711.9,0,0,0
75437,0,15.9,712.2,0,0,0
75438,0,15.9,712.2,0,0,0
75439,0,15.9,712.2,0,0,0
75440,0,15.9,712.2,0.65,101.23,102.88
75441,2,15.9,712.2,05.06,137.95,144.01
75442,2,15.9,712.2,24.23,157.28,182.51
75443,2,15.9,712.2,39.03,170.97,211.01
75444,2,15.9,712.2,78.05,192.27,271.32
75445,2,15.9,712.2,101.58,201,303.58
75446,2,18.9,714.3,154.51,216.03,371.54
75447,1,18.9,714.3,154.51,216.03,371.54
75448,1,18.9,714.3,101.45,201.38,303.83
75449,1,18.9,714.3,77.95,192.62,271.56
75450,1,18.9,714.3,38.97,171.25,211.22
75451,1,18.9,714.3,24.18,157.51,182.69
75452,1,18.9,714.3,05.04,117.18,123.22
75453,2,18.9,714.3,0.64,83.86,85.51
75454,2,18.9,714.3,0,0,0
75455,2,21.3,713,0,0,0
75456,2,21.3,713,0,0,0
75457,2,18.7,713.8,0,0,0
75458,2,18.7,713.8,0,0,0
75459,0,18.7,713.8,0,0,0
75460,0,18.7,713.8,0,0,0
75461,0,16.9,713.1,0,0,0
75462,0,16.9,713.1,0,0,0
75463,0,16.9,713.1,0,0,0
75464,0,16.9,713.1,0.62,100.81,102.43
75465,1,16.9,713.1,4.98,137.66,143.64
75466,1,16.9,713.1,23.99,156.91,181.89
75467,1,16.9,713.1,38.69,170.64,210.33
75468,1,16.9,713.1,77.46,192,270.47
75469,1,16.9,713.1,100.88,200.77,302.65
75470,1,18.8,713.2,153.62,215.87,370.49
75471,0,18.8,713.2,153.62,215.87,370.49
75472,0,18.8,713.2,291.6,203.21,495.82
75473,0,18.8,713.2,224.36,194.19,419.55
75474,0,18.8,713.2,112.99,172.36,286.36
75475,0,18.8,713.2,70.78,158.43,230.21
75476,0,18.8,713.2,16.19,117.77,134.96
75477,0,18.8,713.2,3.67,84.29,88.96
75478,0,18.8,713.2,0,0,0
75479,0,23.5,712.4,0,0,0
75480,0,23.5,712.4,0,0,0
75481,0,19.4,712.8,0,0,0
75482,0,19.4,712.8,0,0,0
75483,3,19.4,712.8,0,0,0
75484,3,19.4,712.8,0,0,0
75485,3,13.9,712.3,0,0,0
75486,3,13.9,712.3,0,0,0
75487,3,13.9,712.3,0,0,0
75488,3,13.9,712.3,5.42,96.57,102.99
75489,0,13.9,712.3,22.66,132.74,156.41
75490,0,13.9,712.3,98.08,177.52,276.6
75491,0,13.9,712.3,156.44,193.85,351.29
75492,0,13.9,712.3,310.62,221.17,532.79
75493,0,13.9,712.3,403.8,233.2,638
75494,0,21.1,712,614.02,255.2,870.22
75495,1,21.1,712,614.02,255.2,870.22
75496,1,21.1,712,404.02,233.23,638.24
75497,1,21.1,712,310.79,221.19,532.98
75498,1,21.1,712,156.56,193.88,351.44
75499,1,21.1,712,98.16,177.55,276.71
75500,1,21.1,712,22.71,132.73,156.44
75501,1,21.1,712,5.43,96.6,103.03
75502,1,21.1,712,0,0,0
75503,1,23.7,710.3,0,0,0
75504,1,23.7,710.3,0,0,0
75505,1,15.3,710.2,0,0,0
75506,1,15.3,710.2,0,0,0
75507,1,15.3,710.2,0,0,0
75508,1,15.3,710.2,0,0,0
75509,1,0,710.3,0,0,0
75510,1,0,710.3,0,0,0
75511,1,0,710.3,0,0,0
75512,1,0,710.3,5.37,99.82,106.19
75513,0,0,710.3,22.49,136.52,160
75514,0,0,710.3,97.33,176.75,275.08
75515,0,0,710.3,155.33,193.05,349.38
75516,0,0,710.3,308.68,220.36,530.04
75517,0,0,710.3,401.47,232.4,634.86
75518,0,24,711.7,611.07,254.43,866.5
75519,1,24,711.7,611.07,254.43,866.5
75520,1,24,711.7,401.48,232.91,635.39
75521,1,24,711.7,308.67,220.84,530.51
75522,1,24,711.7,155.31,193.48,349.79
75523,1,24,711.7,97.31,177.13,275.43
75524,1,24,711.7,22.45,132.27,155.72
75525,1,24,711.7,5.35,96.13,102.48
75526,1,24,711.7,0,0,0
75527,1,22.3,711.8,0,0,0
75528,1,22.3,711.8,0,0,0
75529,1,19.4,713.4,0,0,0
75530,1,19.4,713.4,0,0,0
75531,1,19.4,713.4,0,0,0
75532,1,19.4,713.4,0,0,0
75533,1,17.3,714.1,0,0,0
75534,1,17.3,714.1,0,0,0
75535,1,17.3,714.1,0,0,0
75536,1,17.3,714.1,0.56,81.83,83.39
75537,1,17.3,714.1,4.78,115.07,120.85
75538,1,17.3,714.1,23.29,155.54,179.83
75539,1,17.3,714.1,37.67,169.36,208.03
75540,1,17.3,714.1,75.74,190.89,267.63
75541,1,17.3,714.1,98.81,199.74,299.55
75542,1,20.6,714.4,151,215.02,367.03
75543,1,20.6,714.4,151,215.02,367.03
75544,1,20.6,714.4,285.65,217.31,503.96
75545,1,20.6,714.4,219.39,206.7,427.09
75546,1,20.6,714.4,110.06,181.94,293.01
75547,1,20.6,714.4,68.77,166.7,236.48
75548,1,20.6,714.4,15.59,123.69,140.28
75549,2,20.6,714.4,3.48,88.78,93.26
75550,2,20.6,714.4,0,0,0
75551,2,19.5,713.7,0,0,0
75552,2,19.5,713.7,0,0,0
75553,2,16.8,713.7,0,0,0
75554,2,16.8,713.7,0,0,0
75555,2,16.8,713.7,0,0,0
75556,2,16.8,713.7,0,0,0
75557,2,14.7,713.1,0,0,0
75558,2,14.7,713.1,0,0,0
75559,2,14.7,713.1,0,0,0
75560,2,14.7,713.1,5.15,95.1,101.25
75561,2,14.7,713.1,21.83,131.37,154.19
75562,2,14.7,713.1,23.09,154.91,179
75563,2,14.7,713.1,37.37,168.73,207.1
75564,2,14.7,713.1,75.22,190.27,266.49
75565,2,14.7,713.1,98.18,199.14,298.32
75566,2,16.6,713.3,150.2,214.47,365.67
75567,0,16.6,713.3,150.2,214.47,365.67
75568,0,16.6,713.3,283.84,240.86,525.7
75569,0,16.6,713.3,217.9,227.93,446.82
75570,0,16.6,713.3,109.19,199,309.19
75571,0,16.6,713.3,68.19,181.95,251.14
75572,0,16.6,713.3,15.42,135.88,152.29
75573,0,16.6,713.3,3.42,98.97,103.39
75574,0,16.6,713.3,0,0,0
75575,0,17.7,712.6,0,0,0
75576,0,17.7,712.6,0,0,0
75577,0,16.7,712.1,0,0,0
75578,0,16.7,712.1,0,0,0
75579,1,16.7,712.1,0,0,0
75580,1,16.7,712.1,0,0,0
75581,1,15.6,712.6,0,0,0
75582,1,15.6,712.6,0,0,0
75583,1,15.6,712.6,0,0,0
75584,1,15.6,712.6,0.52,86.65,88.17
75585,1,15.6,712.6,4.66,121.21,126.87
75586,1,15.6,712.6,67.56,163.86,232.42
75587,1,15.6,712.6,108.27,178.91,288.18
75588,1,15.6,712.6,216.32,203.25,420.58
75589,1,15.6,712.6,281.95,213.65,496.6
75590,1,19.6,713.7,430.83,232.22,664.05
75591,1,19.6,713.7,430.83,232.22,664.05
75592,1,19.6,713.7,97.47,198.86,297.32
75593,1,19.6,713.7,74.63,189.95,265.58
75594,1,19.6,713.7,37.02,168.34,206.36
75595,1,19.6,713.7,22.85,154.48,178.33
75596,1,19.6,713.7,4.65,113.98,119.62
75597,2,19.6,713.7,0.52,80.77,82.29
75598,2,19.6,713.7,0,0,0
75599,2,23.5,713.5,0,0,0
75600,2,23.5,713.5,0,0,0
75601,2,17.8,715.4,0,0,0
75602,2,17.8,715.4,0,0,0
75603,1,17.8,715.4,0,0,0
75604,1,17.8,715.4,0,0,0
75605,1,14.5,716.8,0,0,0
75606,1,14.5,716.8,0,0,0
75607,1,14.5,716.8,0,0,0
75608,1,14.5,716.8,4.95,94.11,100.06
75609,1,14.5,716.8,21.22,130.5,152.72
75610,1,14.5,716.8,22.53,181.58,205.11
75611,1,14.5,716.8,36.56,198.77,236.32
75612,1,14.5,716.8,73.85,227.98,302.82
75613,1,14.5,716.8,96.53,241.03,338.56
75614,1,19.7,719.1,148.06,265.23,414.29
75615,1,19.7,719.1,148.06,265.23,414.29
75616,1,19.7,719.1,385.96,227.07,614.03
75617,1,19.7,719.1,295.94,215.34,512.28
75618,1,19.7,719.1,147.96,188.51,337.47
75619,1,19.7,719.1,92.31,172.32,265.63
75620,1,19.7,719.1,20.97,127.5,149.47
75621,1,19.7,719.1,4.87,91.46,97.33
75622,1,19.7,719.1,0,0,0
75623,1,22.6,718.3,0,0,0
75624,1,22.6,718.3,0,0,0
75625,1,14.8,720.6,0,0,0
75626,1,14.8,720.6,0,0,0
75627,1,14.8,720.6,0,0,0
75628,1,14.8,720.6,0,0,0
75629,1,14.8,722.8,0,0,0
75630,1,14.8,722.8,0,0,0
75631,1,14.8,722.8,0,0,0
75632,1,14.8,722.8,3.92,79.65,84.57
75633,0,14.8,722.8,17.47,113.12,131.59
75634,0,14.8,722.8,22.15,154.35,177.5
75635,0,14.8,722.8,36.01,168.44,205.44
75636,0,14.8,722.8,72.92,190.41,264.33
75637,0,14.8,722.8,95.41,199.47,295.87
75638,0,17.1,723.3,146.59,215.13,362.73
75639,2,17.1,723.3,146.59,215.13,362.73
75640,2,17.1,723.3,357.16,233.72,591.89
75641,2,17.1,723.3,273.62,221.31,495.93
75642,2,17.1,723.3,136.48,193.22,330.71
75643,2,17.1,723.3,85.01,176.44,262.45
75644,2,17.1,723.3,19.16,130.49,150.65
75645,1,17.1,723.3,0,37.12,37.46
75646,1,17.1,723.3,0,0,0
75647,1,17.1,723.3,0,0,0
75648,1,19.6,722.4,0,0,0
75649,1,11.8,721.3,0,0,0
75650,1,11.8,721.3,0,0,0
75651,1,11.8,721.3,0,0,0
75652,1,11.8,721.3,0,0,0
75653,1,10.9,720.4,0,0,0
75654,1,10.9,720.4,0,0,0
75655,1,10.9,720.4,0,0,0
75656,1,10.9,720.4,03.09,96.99,101.08
75657,1,10.9,720.4,14.42,134.41,149.83
75658,1,10.9,720.4,21.97,153.54,176.51
75659,1,10.9,720.4,35.73,167.6,204.33
75660,1,10.9,720.4,72.44,189.55,262.99
75661,1,10.9,720.4,94.83,198.6,294.43
75662,1,12.7,719.1,145.85,214.29,361.14
75663,0,12.7,719.1,145.85,214.29,361.14
75664,0,12.7,719.1,94.93,198.4,294.33
75665,0,12.7,719.1,72.52,189.36,262.89
75666,0,12.7,719.1,35.79,167.45,204.23
75667,0,12.7,719.1,11.53,135.83,148.36
75668,0,12.7,719.1,4.39,112.46,117.85
75669,0,12.7,719.1,0,29.95,30.05
75670,0,12.7,719.1,0,0,0
75671,0,12.7,719.1,0,0,0
75672,0,13.4,717,0,0,0
75673,0,13.1,715.5,0,0,0
75674,0,13.1,715.5,0,0,0
75675,1,13.1,715.5,0,0,0
75676,1,13.1,715.5,0,0,0
75677,1,13,714.2,0,0,0
75678,1,13,714.2,0,0,0
75679,1,13,714.2,0,0,0
75680,1,13,714.2,0.42,78.53,79.95
75681,1,13,714.2,4.35,111.75,117.1
75682,1,13,714.2,21.88,180,202.88
75683,1,13,714.2,35.59,197.23,233.82
75684,1,13,714.2,72.18,226.57,299.75
75685,1,13,714.2,94.51,239.72,335.23
75686,1,16.5,714,145.47,264.16,410.62
75687,1,16.5,714,145.47,264.16,410.62
75688,1,16.5,714,94.54,197.15,292.69
75689,1,16.5,714,72.21,188.14,261.35
75690,1,16.5,714,35.61,166.33,202.94
75691,1,16.5,714,11.47,134.91,147.37
75692,1,16.5,714,4.36,111.7,117.06
75693,1,16.5,714,0,29.75,29.85
75694,1,16.5,714,0,0,0
75695,1,16.5,714,0,0,0
75696,1,17.9,713.3,0,0,0
75697,1,14.7,715.1,0,0,0
75698,1,14.7,715.1,0,0,0
75699,1,14.7,715.1,0,0,0
75700,1,14.7,715.1,0,0,0
75701,1,13.6,715.4,0,0,0
75702,1,13.6,715.4,0,0,0
75703,1,13.6,715.4,0,0,0
75704,1,13.6,715.4,0.4,77.97,79.37
75705,1,13.6,715.4,4.28,111.15,116.43
75706,1,13.6,715.4,21.61,151.95,174.56
75707,1,13.6,715.4,35.2,165.96,202.16
75708,1,13.6,715.4,71.5,187.86,260.36
75709,1,13.6,715.4,93.69,196.91,291.6
75710,1,14.3,717,144.39,212.64,358.03
75711,1,14.3,717,144.39,212.64,358.03
75712,1,14.3,717,93.59,197.18,291.77
75713,1,14.3,717,71.42,188.11,260.53
75714,1,14.3,717,35.15,166.15,202.3
75715,1,14.3,717,11.27,134.54,146.82
75716,1,14.3,717,4.27,111.21,116.48
75717,2,14.3,717,0,29.26,29.35
75718,2,14.3,717,0,0,0
75719,2,14.3,717,0,0,0
75720,2,19.5,716.1,0,0,0
75721,2,13.8,717.3,0,0,0
75722,2,13.8,717.3,0,0,0
75723,1,13.8,717.3,0,0,0
75724,1,13.8,717.3,0,0,0
75725,1,10.7,717.1,0,0,0
75726,1,10.7,717.1,0,0,0
75727,1,10.7,717.1,0,0,0
75728,1,10.7,717.1,0,37.72,38.07
75729,0,10.7,717.1,19.63,132.7,153.33
75730,0,10.7,717.1,74.75,179.53,255.28
75731,0,10.7,717.1,120.39,196.9,318.29
75732,0,10.7,717.1,242.55,226.49,470.04
75733,0,10.7,717.1,317.3,239.77,558.07
75734,0,17.8,717.7,488.39,264.48,753.88
75735,0,17.8,717.7,488.39,264.48,753.88
75736,0,17.8,717.7,373.95,240.01,614.96
75737,0,17.8,717.7,208.19,212.54,421.73
75738,0,17.8,717.7,142,197.09,340.09
75739,0,17.8,717.7,47.45,159.11,207.56
75740,0,17.8,717.7,19.76,132.81,153.57
75741,1,17.8,717.7,0,37.76,38.11
75742,1,17.8,717.7,0,0,0
75743,1,17.8,717.7,0,0,0
75744,1,19.5,716.1,0,0,0
75745,1,13.8,718.5,0,0,0
75746,1,13.8,718.5,0,0,0
75747,1,13.8,718.5,0,0,0
75748,1,13.8,718.5,0,0,0
75749,1,14,720.4,0,0,0
75750,1,14,720.4,0,0,0
75751,1,14,720.4,0,0,0
75752,1,14,720.4,0,28.42,28.5
75753,0,14,720.4,4.11,110.07,115.18
75754,0,14,720.4,21,151.32,173.33
75755,0,14,720.4,34.31,165.49,200.8
75756,0,14,720.4,69.98,187.64,258.62
75757,0,14,720.4,91.84,196.8,289.64
75758,0,11.7,723.8,141.95,212.74,355.69
75759,2,11.7,723.8,141.95,212.74,355.69
75760,2,11.7,723.8,91.61,197.34,289.95
75761,2,11.7,723.8,50.56,177.79,229.35
75762,2,11.7,723.8,34.2,165.87,201.07
75763,2,11.7,723.8,10.88,133.83,145.71
75764,2,11.7,723.8,04.07,110.24,115.31
75765,2,11.7,723.8,0,28.24,28.32
75766,2,11.7,723.8,0,0,0
75767,2,11.7,723.8,0,0,0
75768,2,17,723.8,0,0,0
75769,2,10.9,722.4,0,0,0
75770,2,10.9,722.4,0,0,0
75771,1,10.9,722.4,0,0,0
75772,1,10.9,722.4,0,0,0
75773,1,5.2,721,0,0,0
75774,1,5.2,721,0,0,0
75775,1,5.2,721,0,0,0
75776,1,5.2,721,0,36.66,36.98
75777,1,5.2,721,19.02,131.97,151.99
75778,1,5.2,721,85.89,179.13,266.01
75779,1,5.2,721,138.56,196.66,336.22
75780,1,5.2,721,279.97,226.56,507.53
75781,1,5.2,721,366.74,239.98,607.72
75782,1,12.6,719.5,565.97,264.99,831.97
75783,1,12.6,719.5,565.97,264.99,831.97
75784,1,12.6,719.5,367.26,231.11,599.37
75785,1,12.6,719.5,203.88,204.97,409.85
75786,1,12.6,719.5,138.82,190.1,329.92
75787,1,12.6,719.5,46.15,153.03,200.19
75788,1,12.6,719.5,19.12,127.1,147.23
75789,1,12.6,719.5,0,34.79,35.12
75790,1,12.6,719.5,0,0,0
75791,1,12.6,719.5,0,0,0
75792,1,15.6,717.1,0,0,0
75793,1,10.9,718.1,0,0,0
75794,1,10.9,718.1,0,0,0
75795,0,10.9,718.1,0,0,0
75796,0,10.9,718.1,0,0,0
75797,0,8.2,718.5,0,0,0
75798,0,8.2,718.5,0,0,0
75799,0,8.2,718.5,0,0,0
75800,0,8.2,718.5,0,27.64,27.87
75801,1,8.2,718.5,13.28,108.8,123.08
75802,1,8.2,718.5,85.14,178.39,264.53
75803,1,8.2,718.5,137.43,195.91,334.34
75804,1,8.2,718.5,277.97,225.8,504.77
75805,1,8.2,718.5,364.31,239.23,604.54
75806,1,14.1,717.9,562.8,264.29,828.09
75807,1,14.1,717.9,562.8,264.29,828.09
75808,1,14.1,717.9,364.57,230.5,596.07
75809,1,14.1,717.9,202.16,204.32,407.49
75810,1,14.1,717.9,137.57,189.45,328.02
75811,1,14.1,717.9,45.66,152.39,199.05
75812,1,14.1,717.9,18.89,126.49,146.38
75813,1,14.1,717.9,0,34.43,34.76
75814,1,14.1,717.9,0,0,0
75815,1,14.1,717.9,0,0,0
75816,1,15.7,715.6,0,0,0
75817,1,13.3,715.5,0,0,0
75818,1,13.3,715.5,0,0,0
75819,2,13.3,715.5,0,0,0
75820,2,13.3,715.5,0,0,0
75821,2,10.5,716.1,0,0,0
75822,2,10.5,716.1,0,0,0
75823,2,10.5,716.1,0,0,0
75824,2,10.5,716.1,0,27.33,27.41
75825,2,10.5,716.1,3.92,108.09,113.01
75826,2,10.5,716.1,83.85,155.26,240.11
75827,2,10.5,716.1,135.44,170.2,306.64
75828,2,10.5,716.1,274.23,194.18,469.41
75829,2,10.5,716.1,359.59,204.35,564.94
75830,2,15.5,715.6,556.09,222.49,779.58
75831,1,15.5,715.6,556.09,222.49,779.58
75832,1,15.5,715.6,362.02,229.75,592.77
75833,1,15.5,715.6,200.55,203.56,405.11
75834,1,15.5,715.6,136.39,188.69,326.08
75835,1,15.5,715.6,45.2,151.68,197.88
75836,1,15.5,715.6,18.68,125.83,145.5
75837,1,15.5,715.6,0,34.1,34.42
75838,1,15.5,715.6,0,0,0
75839,1,15.5,715.6,0,0,0
75840,1,15.1,714.9,0,0,0
75841,1,11.6,714.9,0,0,0
75842,1,11.6,714.9,0,0,0
75843,0,11.6,714.9,0,0,0
75844,0,11.6,714.9,0,0,0
75845,0,11.2,714.3,0,0,0
75846,0,11.2,714.3,0,0,0
75847,0,11.2,714.3,0,0,0
75848,0,11.2,714.3,0,26.95,27.02
75849,1,11.2,714.3,3.85,107.43,112.28
75850,1,11.2,714.3,20.15,148.38,169.52
75851,1,11.2,714.3,33.03,162.51,196.54
75852,1,11.2,714.3,67.72,184.69,253.41
75853,1,11.2,714.3,89.08,193.9,283.97
75854,1,13,715.4,138.31,209.98,349.3
75855,0,13,715.4,138.31,209.98,349.3
75856,0,13,715.4,89.02,194.08,284.1
75857,0,13,715.4,48.91,174.53,224.45
75858,0,13,715.4,33,162.65,196.65
75859,0,13,715.4,10.41,130.82,142.23
75860,0,13,715.4,3.85,107.45,112.3
75861,0,13,715.4,0,26.94,27.01
75862,0,13,715.4,0,0,0
75863,0,13,715.4,0,0,0
75864,0,14.5,716.2,0,0,0
75865,0,14,716.9,0,0,0
75866,0,14,716.9,0,0,0
75867,2,14,716.9,0,0,0
75868,2,14,716.9,0,0,0
75869,2,14.1,717.7,0,0,0
75870,2,14.1,717.7,0,0,0
75871,2,14.1,717.7,0,0,0
75872,2,14.1,717.7,0,26.47,26.55
75873,0,14.1,717.7,3.76,106.86,111.62
75874,0,14.1,717.7,10.22,140.79,152.01
75875,0,14.1,717.7,32.54,175.66,209.2
75876,0,14.1,717.7,66.88,201.39,269.27
75877,0,14.1,717.7,88.06,212.52,301.58
75878,0,16.8,718.7,136.95,232.69,370.64
75879,1,16.8,718.7,136.95,232.69,370.64
75880,1,16.8,718.7,88.01,194.14,283.15
75881,1,16.8,718.7,48.26,174.45,223.71
75882,1,16.8,718.7,32.52,162.48,196
75883,1,16.8,718.7,10.21,130.43,141.64
75884,1,16.8,718.7,3.75,106.93,111.68
75885,2,16.8,718.7,0,26.42,26.49
75886,2,16.8,718.7,0,0,0
75887,2,16.8,718.7,0,0,0
75888,2,19.5,718.2,0,0,0
75889,2,11.6,718.6,0,0,0
75890,2,11.6,718.6,0,0,0
75891,1,11.6,718.6,0,0,0
75892,1,11.6,718.6,0,0,0
75893,1,8,718.2,0,0,0
75894,1,8,718.2,0,0,0
75895,1,8,718.2,0,0,0
75896,1,8,718.2,0,34.64,34.93
75897,1,8,718.2,17.7,129.11,147.81
75898,1,8,718.2,43.21,155.67,199.89
75899,1,8,718.2,131.48,194.23,326.71
75900,1,8,718.2,267.53,224.45,492.98
75901,1,8,718.2,351.54,238.06,590.6
75902,1,8,718.2,545.79,263.55,810.34
75903,1,16.6,718.6,444.75,251.08,696.83
75904,1,16.6,718.6,351.57,229.34,581.91
75905,1,16.6,718.6,193.88,202.83,397.71
75906,1,16.6,718.6,131.5,187.78,320.28
75907,1,16.6,718.6,43.22,150.38,194.6
75908,1,16.6,718.6,3.84,87.55,92.39
75909,2,16.6,718.6,0,32.67,32.96
75910,2,16.6,718.6,0,0,0
75911,2,16.6,718.6,0,0,0
75912,2,16.3,718.4,0,0,0
75913,2,10.5,718.5,0,0,0
75914,2,10.5,718.5,0,0,0
75915,1,10.5,718.5,0,0,0
75916,1,10.5,718.5,0,0,0
75917,1,7.3,717.9,0,0,0
75918,1,7.3,717.9,0,0,0
75919,1,7.3,717.9,0,0,0
75920,1,7.3,717.9,0,32.43,32.72
75921,1,7.3,717.9,17.48,124.05,142.53
75922,1,7.3,717.9,42.75,155.59,199.33
75923,1,7.3,717.9,130.28,194.19,325.47
75924,1,7.3,717.9,265.39,224.47,490.86
75925,1,7.3,717.9,348.91,238.12,588.03
75926,1,7.3,717.9,542.29,263.71,807
75927,1,14.9,717.8,441.66,251.19,693.84
75928,1,14.9,717.8,349.06,238.21,588.27
75929,1,14.9,717.8,192.3,210.06,403.36
75930,1,14.9,717.8,130.35,194.3,325.65
75931,1,14.9,717.8,42.78,155.7,199.49
75932,1,14.9,717.8,3.78,91.49,96.27
75933,1,14.9,717.8,0,34.54,34.83
75934,1,14.9,717.8,0,0,0
75935,1,14.9,717.8,0,0,0
75936,1,15.9,716.2,0,0,0
75937,1,10.6,715.9,0,0,0
75938,1,10.6,715.9,0,0,0
75939,1,10.6,715.9,0,0,0
75940,1,10.6,715.9,0,0,0
75941,1,9.6,715.4,0,0,0
75942,1,9.6,715.4,0,0,0
75943,1,9.6,715.4,0,0,0
75944,1,9.6,715.4,0,34.12,34.4
75945,1,9.6,715.4,17.26,128.32,146.58
75946,1,9.6,715.4,42.29,154.86,198.15
75947,1,9.6,715.4,129.07,193.42,323.5
75948,1,9.6,715.4,263.23,223.7,487.93
75949,1,9.6,715.4,346.25,237.36,584.61
75950,1,9.6,715.4,538.73,262.99,802.73
75951,1,16.2,715.2,438.52,250.45,689.96
75952,1,16.2,715.2,346.41,237.42,584.82
75953,1,16.2,715.2,190.64,209.26,400.9
75954,1,16.2,715.2,129.16,193.51,323.66
75955,1,16.2,715.2,42.33,154.97,198.29
75956,1,16.2,715.2,3.72,90.92,95.64
75957,2,16.2,715.2,0,34.21,34.49
75958,2,16.2,715.2,0,0,0
75959,2,16.2,715.2,0,0,0
75960,2,17.1,713.8,0,0,0
75961,2,11.4,714.1,0,0,0
75962,2,11.4,714.1,0,0,0
75963,1,11.4,714.1,0,0,0
75964,1,11.4,714.1,0,0,0
75965,1,14.5,718.6,0,0,0
75966,1,14.5,718.6,0,0,0
75967,1,14.5,718.6,0,0,0
75968,1,14.5,718.6,0,33.74,34.02
75969,0,14.5,718.6,17.03,127.67,145.7
75970,0,14.5,718.6,9.63,154.68,165.31
75971,0,14.5,718.6,31.06,193.52,225.58
75972,0,14.5,718.6,64.26,223.99,289.26
75973,0,14.5,718.6,84.84,237.75,323.59
75974,0,14.5,718.6,132.63,263.58,397.22
75975,1,12.9,722.1,107.74,250.94,359.68
75976,1,12.9,722.1,84.62,192.91,278.54
75977,1,12.9,722.1,46.12,172.93,220.05
75978,1,12.9,722.1,30.95,160.8,192.75
75979,1,12.9,722.1,9.59,128.39,138.98
75980,1,12.9,722.1,0.14,71.5,72.64
75981,1,12.9,722.1,0,24.85,24.91
75982,1,12.9,722.1,0,0,0
75983,1,12.9,722.1,0,0,0
75984,1,10.2,724.4,0,0,0
75985,1,8.8,725.9,0,0,0
75986,1,8.8,725.9,0,0,0
75987,1,8.8,725.9,0,0,0
75988,1,8.8,725.9,0,0,0
75989,1,9.1,725.9,0,0,0
75990,1,9.1,725.9,0,0,0
75991,1,9.1,725.9,0,0,0
75992,1,9.1,725.9,0,24.29,24.35
75993,1,9.1,725.9,3.35,104.1,108.45
75994,1,9.1,725.9,9.37,127.93,138.31
75995,1,9.1,725.9,30.44,160.58,192.02
75996,1,9.1,725.9,63.19,183.43,247.61
75997,1,9.1,725.9,83.52,192.93,277.45
75998,1,9.1,725.9,130.83,209.59,341.43
75999,2,11.2,727.4,106.17,201.59,308.77
76000,2,11.2,727.4,83.44,193.18,277.61
76001,2,11.2,727.4,45.37,173,219.37
76002,2,11.2,727.4,30.4,160.75,192.15
76003,2,11.2,727.4,9.36,128.03,138.39
76004,2,11.2,727.4,0.1,70.78,71.88
76005,1,11.2,727.4,0,24.24,24.31
76006,1,11.2,727.4,0,0,0
76007,1,11.2,727.4,0,0,0
76008,1,15.9,725.8,0,0,0
76009,1,10.7,726.4,0,0,0
76010,1,10.7,726.4,0,0,0
76011,2,10.7,726.4,0,0,0
76012,2,10.7,726.4,0,0,0
76013,2,7.8,726.6,0,0,0
76014,2,7.8,726.6,0,0,0
76015,2,7.8,726.6,0,0,0
76016,2,7.8,726.6,0,32.29,32.54
76017,0,7.8,726.6,16.08,127.13,144.21
76018,0,7.8,726.6,28.33,154.3,183.63
76019,0,7.8,726.6,88.11,193.76,282.86
76020,0,7.8,726.6,181.24,224.7,406.94
76021,0,7.8,726.6,239.16,238.67,478.83
76022,0,7.8,726.6,374.1,264.93,640.03
76023,1,14,726.3,303.73,252.07,556.81
76024,1,14,726.3,282.89,238.72,522.6
76025,1,14,726.3,154.69,209.92,365.62
76026,1,14,726.3,63.93,175.74,240.68
76027,1,14,726.3,33.68,154.39,189.07
76028,1,14,726.3,2.68,89.1,92.78
76029,0,14,726.3,0,32.35,32.57
76030,0,14,726.3,0,0,0
76031,0,14,726.3,0,0,0
76032,0,19.2,724,0,0,0
76033,0,8.7,723.8,0,0,0
76034,0,8.7,723.8,0,0,0
76035,1,8.7,723.8,0,0,0
76036,1,8.7,723.8,0,0,0
76037,1,7.2,723.5,0,0,0
76038,1,7.2,723.5,0,0,0
76039,1,7.2,723.5,0,0,0
76040,1,7.2,723.5,0,31.94,32.18
76041,1,7.2,723.5,15.86,126.42,143.28
76042,1,7.2,723.5,39.38,147.76,188.14
