n;V_w(t);T;I_a;n(t);A;P_pv
20002,00;2,00;-0,80;155,58;;;
20003,00;2,00;-0,80;214,54;;;
20004,00;2,00;-0,80;276,61;;;
20005,00;2,00;-0,80;309,99;;;
20006,00;2,00;0,60;381,28;;;
20007,00;3,00;0,60;381,26;;;
20008,00;3,00;0,60;323,60;;;
20009,00;3,00;0,60;255,91;;;
20010,00;3,00;0,60;224,45;;;
20011,00;3,00;0,60;163,47;;;
20012,00;3,00;0,60;130,29;;;
20013,00;2,00;0,60;32,84;;;
20014,00;2,00;0,60;0,00;;;
20015,00;2,00;0,60;0,00;;;
20016,00;2,00;5,20;0,00;;;
20017,00;2,00;0,00;0,00;;;
20018,00;2,00;0,00;0,00;;;
20019,00;2,00;0,00;0,00;;;
20020,00;2,00;0,00;0,00;;;
20021,00;2,00;-1,00;0,00;;;
20022,00;2,00;-1,00;0,00;;;
20023,00;2,00;-1,00;0,00;;;
20024,00;2,00;-1,00;38,52;;;
20025,00;3,00;-1,00;157,22;;;
20026,00;3,00;-1,00;272,98;;;
20027,00;3,00;-1,00;344,17;;;
20028,00;3,00;-1,00;517,99;;;
20029,00;3,00;-1,00;619,78;;;
20030,00;3,00;1,90;847,93;;;
20031,00;2,00;1,90;847,90;;;
20032,00;2,00;1,90;619,85;;;
20033,00;2,00;1,90;425,80;;;
20034,00;2,00;1,90;344,01;;;
20035,00;2,00;1,90;211,28;;;
20036,00;2,00;1,90;156,96;;;
20037,00;2,00;1,90;38,58;;;
20038,00;2,00;1,90;0,00;;;
20039,00;2,00;1,90;0,00;;;
20040,00;2,00;4,10;0,00;;;
20041,00;2,00;-2,90;0,00;;;
20042,00;2,00;-2,90;0,00;;;
20043,00;1,00;-2,90;0,00;;;
20044,00;1,00;-2,90;0,00;;;
20045,00;1,00;-4,90;0,00;;;
20046,00;1,00;-4,90;0,00;;;
20047,00;1,00;-4,90;0,00;;;
20048,00;1,00;-4,90;39,23;;;
20049,00;1,00;-4,90;157,58;;;
20050,00;1,00;-4,90;273,84;;;
20051,00;1,00;-4,90;345,55;;;
20052,00;1,00;-4,90;520,68;;;
20053,00;1,00;-4,90;623,17;;;
20054,00;1,00;2,20;852,66;;;
20055,00;2,00;2,20;852,63;;;
20056,00;2,00;2,20;612,15;;;
20057,00;2,00;2,20;418,78;;;
20058,00;2,00;2,20;337,28;;;
20059,00;2,00;2,20;205,13;;;
20060,00;2,00;2,20;151,24;;;
20061,00;2,00;2,20;36,40;;;
20062,00;2,00;2,20;0,00;;;
20063,00;2,00;2,20;0,00;;;
20064,00;2,00;2,60;0,00;;;
20065,00;2,00;-1,40;0,00;;;
20066,00;2,00;-1,40;0,00;;;
20067,00;0,00;-1,40;0,00;;;
20068,00;0,00;-1,40;0,00;;;
20069,00;0,00;0,20;0,00;;;
20070,00;0,00;0,20;0,00;;;
20071,00;0,00;0,20;0,00;;;
20072,00;0,00;0,20;39,76;;;
20073,00;1,00;0,20;158,07;;;
20074,00;1,00;0,20;242,60;;;
20075,00;1,00;0,20;298,95;;;
20076,00;1,00;0,20;433,06;;;
20077,00;1,00;0,20;510,40;;;
20078,00;1,00;4,90;682,05;;;
20079,00;2,00;4,90;682,02;;;
20080,00;2,00;4,90;293,16;;;
20081,00;2,00;4,90;231,10;;;
20082,00;2,00;4,90;202,24;;;
20083,00;2,00;4,90;146,16;;;
20084,00;2,00;4,90;115,62;;;
20085,00;2,00;4,90;28,57;;;
20086,00;2,00;4,90;0,00;;;
20087,00;2,00;4,90;0,00;;;
20088,00;2,00;9,00;0,00;;;
20089,00;2,00;2,90;0,00;;;
20090,00;2,00;2,90;0,00;;;
20091,00;1,00;2,90;0,00;;;
20092,00;1,00;2,90;0,00;;;
20093,00;1,00;1,30;0,00;;;
20094,00;1,00;1,30;0,00;;;
20095,00;1,00;1,30;0,00;;;
20096,00;1,00;1,30;29,26;;;
20097,00;0,00;1,30;128,74;;;
20098,00;0,00;1,30;194,44;;;
20099,00;0,00;1,30;224,84;;;
20100,00;0,00;1,30;289,65;;;
20101,00;0,00;1,30;324,61;;;
20102,00;0,00;3,80;399,14;;;
20103,00;1,00;3,80;399,11;;;
20104,00;1,00;3,80;344,71;;;
20105,00;1,00;3,80;272,87;;;
20106,00;1,00;3,80;239,65;;;
20107,00;1,00;3,80;176,26;;;
20108,00;1,00;3,80;142,47;;;
20109,00;2,00;3,80;40,10;;;
20110,00;2,00;3,80;0,00;;;
20111,00;2,00;3,80;0,00;;;
20112,00;2,00;2,20;0,00;;;
20113,00;2,00;0,60;0,00;;;
20114,00;2,00;0,60;0,00;;;
20115,00;1,00;0,60;0,00;;;
20116,00;1,00;0,60;0,00;;;
20117,00;1,00;2,70;0,00;;;
20118,00;1,00;2,70;0,00;;;
20119,00;1,00;2,70;0,00;;;
20120,00;1,00;2,70;86,55;;;
20121,00;1,00;2,70;125,45;;;
20122,00;1,00;2,70;195,39;;;
20123,00;1,00;2,70;225,91;;;
20124,00;1,00;2,70;290,95;;;
20125,00;1,00;2,70;325,99;;;
20126,00;1,00;3,40;400,62;;;
20127,00;3,00;3,40;400,59;;;
20128,00;3,00;3,40;326,64;;;
20129,00;3,00;3,40;258,20;;;
20130,00;3,00;3,40;226,43;;;
20131,00;3,00;3,40;165,26;;;
20132,00;3,00;3,40;132,32;;;
20133,00;2,00;3,40;35,13;;;
20134,00;2,00;3,40;0,00;;;
20135,00;2,00;3,40;0,00;;;
20136,00;2,00;3,20;0,00;;;
20137,00;2,00;2,00;0,00;;;
20138,00;2,00;2,00;0,00;;;
20139,00;2,00;2,00;0,00;;;
20140,00;2,00;2,00;0,00;;;
20141,00;2,00;0,60;0,00;;;
20142,00;2,00;0,60;0,00;;;
20143,00;2,00;0,60;0,00;;;
20144,00;2,00;0,60;105,98;;;
20145,00;2,00;0,60;160,03;;;
20146,00;2,00;0,60;278,72;;;
20147,00;2,00;0,60;352,07;;;
20148,00;2,00;0,60;530,93;;;
20149,00;2,00;0,60;635,27;;;
20150,00;2,00;6,70;867,80;;;
20151,00;3,00;6,70;867,77;;;
20152,00;3,00;6,70;622,84;;;
20153,00;3,00;6,70;426,53;;;
20154,00;3,00;6,70;343,52;;;
20155,00;3,00;6,70;208,80;;;
20156,00;3,00;6,70;154,04;;;
20157,00;2,00;6,70;37,95;;;
20158,00;2,00;6,70;0,00;;;
20159,00;2,00;6,70;0,00;;;
20160,00;2,00;9,10;0,00;;;
20161,00;2,00;4,40;0,00;;;
20162,00;2,00;4,40;0,00;;;
20163,00;1,00;4,40;0,00;;;
20164,00;1,00;4,40;0,00;;;
20165,00;1,00;2,30;0,00;;;
20166,00;1,00;2,30;0,00;;;
20167,00;1,00;2,30;0,00;;;
20168,00;1,00;2,30;102,14;;;
20169,00;2,00;2,30;144,37;;;
20170,00;2,00;2,30;189,10;;;
20171,00;2,00;2,30;218,90;;;
20172,00;2,00;2,30;282,14;;;
20173,00;2,00;2,30;316,13;;;
20174,00;2,00;5,30;388,34;;;
20175,00;2,00;5,30;388,31;;;
20176,00;2,00;5,30;478,81;;;
20177,00;2,00;5,30;336,38;;;
20178,00;2,00;5,30;275,24;;;
20179,00;2,00;5,30;172,69;;;
20180,00;2,00;5,30;128,30;;;
20181,00;2,00;5,30;29,77;;;
20182,00;2,00;5,30;0,00;;;
20183,00;2,00;5,30;0,00;;;
20184,00;2,00;9,00;0,00;;;
20185,00;2,00;6,20;0,00;;;
20186,00;2,00;6,20;0,00;;;
20187,00;2,00;6,20;0,00;;;
20188,00;2,00;6,20;0,00;;;
20189,00;2,00;2,60;0,00;;;
20190,00;2,00;2,60;0,00;;;
20191,00;2,00;2,60;0,00;;;
20192,00;2,00;2,60;102,57;;;
20193,00;1,00;2,60;145,15;;;
20194,00;1,00;2,60;274,49;;;
20195,00;1,00;2,60;347,83;;;
20196,00;1,00;2,60;526,45;;;
20197,00;1,00;2,60;630,51;;;
20198,00;1,00;10,30;861,94;;;
20199,00;2,00;10,30;861,91;;;
20200,00;2,00;10,30;630,68;;;
20201,00;2,00;10,30;431,96;;;
20202,00;2,00;10,30;347,82;;;
20203,00;2,00;10,30;211,17;;;
20204,00;2,00;10,30;155,66;;;
20205,00;3,00;10,30;38,31;;;
20206,00;3,00;10,30;0,00;;;
20207,00;3,00;10,30;0,00;;;
20208,00;3,00;12,60;0,00;;;
20209,00;3,00;6,20;0,00;;;
20210,00;3,00;6,20;0,00;;;
20211,00;1,00;6,20;0,00;;;
20212,00;1,00;6,20;0,00;;;
20213,00;1,00;0,80;0,00;;;
20214,00;1,00;0,80;0,00;;;
20215,00;1,00;0,80;0,00;;;
20216,00;1,00;0,80;107,31;;;
20217,00;0,00;0,80;161,84;;;
20218,00;0,00;0,80;282,19;;;
20219,00;0,00;0,80;356,72;;;
20220,00;0,00;0,80;538,18;;;
20221,00;0,00;0,80;643,79;;;
20222,00;0,00;13,10;878,31;;;
20223,00;2,00;13,10;878,28;;;
20224,00;2,00;13,10;631,69;;;
20225,00;2,00;13,10;432,73;;;
20226,00;2,00;13,10;348,42;;;
20227,00;2,00;13,10;211,52;;;
20228,00;2,00;13,10;156,00;;;
20229,00;2,00;13,10;38,92;;;
20230,00;2,00;13,10;0,00;;;
20231,00;2,00;13,10;0,00;;;
20232,00;2,00;18,90;0,00;;;
20233,00;2,00;10,30;0,00;;;
20234,00;2,00;10,30;0,00;;;
20235,00;3,00;10,30;0,00;;;
20236,00;3,00;10,30;0,00;;;
20237,00;3,00;5,70;0,00;;;
20238,00;3,00;5,70;0,00;;;
20239,00;3,00;5,70;0,00;;;
20240,00;3,00;5,70;107,76;;;
20241,00;2,00;5,70;162,22;;;
20242,00;2,00;5,70;276,48;;;
20243,00;2,00;5,70;350,81;;;
20244,00;2,00;5,70;531,87;;;
20245,00;2,00;5,70;637,22;;;
20246,00;2,00;16,50;870,98;;;
20247,00;2,00;16,50;870,96;;;
20248,00;2,00;16,50;637,45;;;
20249,00;2,00;16,50;436,17;;;
20250,00;2,00;16,50;350,85;;;
20251,00;2,00;16,50;212,48;;;
20252,00;2,00;16,50;156,60;;;
20253,00;2,00;16,50;39,53;;;
20254,00;2,00;16,50;0,00;;;
20255,00;2,00;16,50;0,00;;;
20256,00;2,00;19,50;0,00;;;
20257,00;2,00;9,00;0,00;;;
20258,00;2,00;9,00;0,00;;;
20259,00;3,00;9,00;0,00;;;
20260,00;3,00;9,00;0,00;;;
20261,00;3,00;12,10;0,00;;;
20262,00;3,00;12,10;0,00;;;
20263,00;3,00;12,10;0,00;;;
20264,00;3,00;12,10;95,24;;;
20265,00;2,00;12,10;147,24;;;
20266,00;2,00;12,10;226,89;;;
20267,00;2,00;12,10;282,66;;;
20268,00;2,00;12,10;415,29;;;
20269,00;2,00;12,10;491,52;;;
20270,00;2,00;13,20;659,49;;;
20271,00;3,00;13,20;659,48;;;
20272,00;3,00;13,20;598,52;;;
20273,00;3,00;13,20;405,04;;;
20274,00;3,00;13,20;323,14;;;
20275,00;3,00;13,20;190,53;;;
20276,00;3,00;13,20;137,25;;;
20277,00;3,00;13,20;31,54;;;
20278,00;3,00;13,20;0,00;;;
20279,00;3,00;13,20;0,00;;;
20280,00;3,00;15,30;0,00;;;
20281,00;3,00;1,10;0,00;;;
20282,00;3,00;1,10;0,00;;;
20283,00;0,00;1,10;0,00;;;
20284,00;0,00;1,10;0,00;;;
20285,00;0,00;1,20;0,00;;;
20286,00;0,00;1,20;0,00;;;
20287,00;0,00;1,20;0,00;;;
20288,00;0,00;1,20;103,89;;;
20289,00;0,00;1,20;157,84;;;
20290,00;0,00;1,20;278,80;;;
20291,00;0,00;1,20;353,84;;;
20292,00;0,00;1,20;536,44;;;
20293,00;0,00;1,20;642,51;;;
20294,00;0,00;8,40;877,29;;;
20295,00;1,00;8,40;877,27;;;
20296,00;1,00;8,40;302,94;;;
20297,00;1,00;8,40;270,32;;;
20298,00;1,00;8,40;209,50;;;
20299,00;1,00;8,40;151,97;;;
20300,00;1,00;8,40;120,85;;;
20301,00;2,00;8,40;31,43;;;
20302,00;2,00;8,40;0,00;;;
20303,00;2,00;8,40;0,00;;;
20304,00;2,00;12,80;0,00;;;
20305,00;2,00;2,60;0,00;;;
20306,00;2,00;2,60;0,00;;;
20307,00;1,00;2,60;0,00;;;
20308,00;1,00;2,60;0,00;;;
20309,00;1,00;-2,40;0,00;;;
20310,00;1,00;-2,40;0,00;;;
20311,00;1,00;-2,40;0,00;;;
20312,00;1,00;-2,40;108,93;;;
20313,00;1,00;-2,40;163,77;;;
20314,00;1,00;-2,40;286,23;;;
20315,00;1,00;-2,40;362,37;;;
20316,00;1,00;-2,40;547,51;;;
20317,00;1,00;-2,40;654,94;;;
20318,00;1,00;8,60;892,36;;;
20319,00;1,00;8,60;892,34;;;
20320,00;1,00;8,60;603,32;;;
20321,00;1,00;8,60;504,53;;;
20322,00;1,00;8,60;334,05;;;
20323,00;1,00;8,60;263,65;;;
20324,00;1,00;8,60;149,26;;;
20325,00;0,00;8,60;37,27;;;
20326,00;0,00;8,60;0,00;;;
20327,00;0,00;8,60;0,00;;;
20328,00;0,00;7,10;0,00;;;
20329,00;0,00;5,30;0,00;;;
20330,00;0,00;5,30;0,00;;;
20331,00;0,00;5,30;0,00;;;
20332,00;0,00;5,30;0,00;;;
20333,00;0,00;5,00;0,00;;;
20334,00;0,00;5,00;0,00;;;
20335,00;0,00;5,00;0,00;;;
20336,00;0,00;5,00;109,31;;;
20337,00;0,00;5,00;163,95;;;
20338,00;0,00;5,00;252,29;;;
20339,00;0,00;5,00;311,66;;;
20340,00;0,00;5,00;452,66;;;
20341,00;0,00;5,00;533,39;;;
20342,00;0,00;17,90;710,38;;;
20343,00;1,00;17,90;710,35;;;
20344,00;1,00;17,90;649,26;;;
20345,00;1,00;17,90;541,85;;;
20346,00;1,00;17,90;356,73;;;
20347,00;1,00;17,90;280,64;;;
20348,00;1,00;17,90;158,61;;;
20349,00;0,00;17,90;104,74;;;
20350,00;0,00;17,90;0,00;;;
20351,00;0,00;17,60;0,00;;;
20352,00;0,00;17,60;0,00;;;
20353,00;0,00;16,30;0,00;;;
20354,00;0,00;16,30;0,00;;;
20355,00;5,00;16,30;0,00;;;
20356,00;5,00;16,30;0,00;;;
20357,00;5,00;5,60;0,00;;;
20358,00;5,00;5,60;0,00;;;
20359,00;5,00;5,60;0,00;;;
20360,00;5,00;5,60;105,27;;;
20361,00;3,00;5,60;159,13;;;
20362,00;3,00;5,60;192,15;;;
20363,00;3,00;5,60;222,30;;;
20364,00;3,00;5,60;286,61;;;
20365,00;3,00;5,60;321,15;;;
20366,00;3,00;12,00;394,11;;;
20367,00;2,00;12,00;394,09;;;
20368,00;2,00;12,00;611,21;;;
20369,00;2,00;12,00;507,88;;;
20370,00;2,00;12,00;329,96;;;
20371,00;2,00;12,00;256,92;;;
20372,00;2,00;12,00;140,02;;;
20373,00;3,00;12,00;89,31;;;
20374,00;3,00;12,00;0,00;;;
20375,00;3,00;9,30;0,00;;;
20376,00;3,00;9,30;0,00;;;
20377,00;3,00;4,40;0,00;;;
20378,00;3,00;4,40;0,00;;;
20379,00;2,00;4,40;0,00;;;
20380,00;2,00;4,40;0,00;;;
20381,00;2,00;4,40;0,00;;;
20382,00;2,00;3,70;0,00;;;
20383,00;2,00;3,70;41,68;;;
20384,00;2,00;3,70;105,62;;;
20385,00;1,00;3,70;217,08;;;
20386,00;1,00;3,70;200,58;;;
20387,00;1,00;3,70;231,75;;;
20388,00;1,00;3,70;298,32;;;
20389,00;1,00;3,70;334,06;;;
20390,00;1,00;11,20;409,45;;;
20391,00;1,00;11,20;409,43;;;
20392,00;1,00;11,20;530,38;;;
20393,00;1,00;11,20;449,86;;;
20394,00;1,00;11,20;309,07;;;
20395,00;1,00;11,20;249,72;;;
20396,00;1,00;11,20;149,30;;;
20397,00;2,00;11,20;100,56;;;
20398,00;2,00;11,20;0,00;;;
20399,00;2,00;10,80;0,00;;;
20400,00;2,00;10,80;0,00;;;
20401,00;2,00;7,20;0,00;;;
20402,00;2,00;7,20;0,00;;;
20403,00;1,00;7,20;0,00;;;
20404,00;1,00;7,20;0,00;;;
20405,00;1,00;7,20;0,00;;;
20406,00;1,00;3,10;0,00;;;
20407,00;1,00;3,10;41,04;;;
20408,00;1,00;3,10;103,62;;;
20409,00;1,00;3,10;211,21;;;
20410,00;1,00;3,10;281,95;;;
20411,00;1,00;3,10;446,24;;;
20412,00;1,00;3,10;544,47;;;
20413,00;1,00;3,10;652,07;;;
20414,00;1,00;11,10;888,82;;;
20415,00;2,00;11,10;888,80;;;
20416,00;2,00;11,10;656,85;;;
20417,00;2,00;11,10;548,48;;;
20418,00;2,00;11,10;361,24;;;
20419,00;2,00;11,10;284,14;;;
20420,00;2,00;11,10;160,51;;;
20421,00;1,00;11,10;106,09;;;
20422,00;1,00;11,10;0,00;;;
20423,00;1,00;10,70;0,00;;;
20424,00;1,00;10,70;0,00;;;
20425,00;1,00;8,60;0,00;;;
20426,00;1,00;8,60;0,00;;;
20427,00;1,00;8,60;0,00;;;
20428,00;1,00;8,60;0,00;;;
20429,00;1,00;8,60;0,00;;;
20430,00;1,00;8,10;0,00;;;
20431,00;1,00;8,10;38,19;;;
20432,00;1,00;8,10;98,74;;;
20433,00;1,00;8,10;208,07;;;
20434,00;1,00;8,10;291,37;;;
20435,00;1,00;8,10;458,90;;;
20436,00;1,00;8,10;559,00;;;
20437,00;1,00;8,10;668,56;;;
20438,00;1,00;14,10;909,26;;;
20439,00;1,00;14,10;909,24;;;
20440,00;1,00;14,10;506,76;;;
20441,00;1,00;14,10;428,44;;;
20442,00;1,00;14,10;291,53;;;
20443,00;1,00;14,10;233,86;;;
20444,00;1,00;14,10;136,57;;;
20445,00;1,00;14,10;90,07;;;
20446,00;1,00;14,10;0,00;;;
20447,00;1,00;21,60;0,00;;;
20448,00;1,00;21,60;0,00;;;
20449,00;1,00;11,80;0,00;;;
20450,00;1,00;11,80;0,00;;;
20451,00;1,00;11,80;0,00;;;
20452,00;1,00;11,80;0,00;;;
20453,00;1,00;11,80;0,00;;;
20454,00;1,00;6,90;0,00;;;
20455,00;1,00;6,90;42,79;;;
20456,00;1,00;6,90;106,94;;;
20457,00;1,00;6,90;219,09;;;
20458,00;1,00;6,90;286,15;;;
20459,00;1,00;6,90;453,11;;;
20460,00;1,00;6,90;552,86;;;
20461,00;1,00;6,90;662,02;;;
20462,00;1,00;6,10;901,57;;;
20463,00;4,00;6,10;901,55;;;
20464,00;4,00;6,10;592,58;;;
20465,00;4,00;6,10;498,50;;;
20466,00;4,00;6,10;334,79;;;
20467,00;4,00;6,10;266,59;;;
20468,00;4,00;6,10;154,68;;;
20469,00;1,00;6,10;103,35;;;
20470,00;1,00;6,10;0,00;;;
20471,00;1,00;4,50;0,00;;;
20472,00;1,00;4,50;0,00;;;
20473,00;1,00;3,10;0,00;;;
20474,00;1,00;3,10;0,00;;;
20475,00;7,00;3,10;0,00;;;
20476,00;7,00;3,10;0,00;;;
20477,00;7,00;3,10;0,00;;;
20478,00;7,00;9,20;0,00;;;
20479,00;7,00;9,20;40,57;;;
20480,00;7,00;9,20;97,98;;;
20481,00;2,00;9,20;170,76;;;
20482,00;2,00;9,20;287,24;;;
20483,00;2,00;9,20;454,83;;;
20484,00;2,00;9,20;554,90;;;
20485,00;2,00;9,20;781,41;;;
20486,00;2,00;10,50;904,20;;;
20487,00;2,00;10,50;904,18;;;
20488,00;2,00;10,50;673,30;;;
20489,00;2,00;10,50;563,02;;;
20490,00;2,00;10,50;371,95;;;
20491,00;2,00;10,50;293,14;;;
20492,00;2,00;10,50;166,93;;;
20493,00;1,00;10,50;111,53;;;
20494,00;1,00;10,50;0,00;;;
20495,00;1,00;13,40;0,00;;;
20496,00;1,00;13,40;0,00;;;
20497,00;1,00;5,10;0,00;;;
20498,00;1,00;5,10;0,00;;;
20499,00;1,00;5,10;0,00;;;
20500,00;1,00;5,10;0,00;;;
20501,00;1,00;5,10;0,00;;;
20502,00;1,00;1,20;0,00;;;
20503,00;1,00;1,20;43,57;;;
20504,00;1,00;1,20;107,69;;;
20505,00;0,00;1,20;220,57;;;
20506,00;0,00;1,20;287,85;;;
20507,00;0,00;1,20;456,44;;;
20508,00;0,00;1,20;557,08;;;
20509,00;0,00;1,20;784,72;;;
20510,00;0,00;9,80;907,97;;;
20511,00;1,00;9,80;907,94;;;
20512,00;1,00;9,80;667,30;;;
20513,00;1,00;9,80;557,22;;;
20514,00;1,00;9,80;366,46;;;
20515,00;1,00;9,80;287,81;;;
20516,00;1,00;9,80;162,19;;;
20517,00;2,00;9,80;107,60;;;
20518,00;2,00;9,80;0,00;;;
20519,00;2,00;10,90;0,00;;;
20520,00;2,00;10,90;0,00;;;
20521,00;2,00;11,90;0,00;;;
20522,00;2,00;11,90;0,00;;;
20523,00;2,00;11,90;0,00;;;
20524,00;2,00;11,90;0,00;;;
20525,00;2,00;11,90;0,00;;;
20526,00;2,00;5,60;0,00;;;
20527,00;2,00;5,60;41,18;;;
20528,00;2,00;5,60;98,67;;;
20529,00;1,00;5,60;171,43;;;
20530,00;1,00;5,60;195,63;;;
20531,00;1,00;5,60;258,03;;;
20532,00;1,00;5,60;291,42;;;
20533,00;1,00;5,60;362,55;;;
20534,00;1,00;7,20;399,62;;;
20535,00;1,00;7,20;399,60;;;
20536,00;1,00;7,20;310,32;;;
20537,00;1,00;7,20;277,02;;;
20538,00;1,00;7,20;214,78;;;
20539,00;1,00;7,20;185,51;;;
20540,00;1,00;7,20;125,21;;;
20541,00;2,00;7,20;87,39;;;
20542,00;2,00;7,20;0,00;;;
20543,00;2,00;9,60;0,00;;;
20544,00;2,00;9,60;0,00;;;
20545,00;2,00;4,30;0,00;;;
20546,00;2,00;4,30;0,00;;;
20547,00;0,00;4,30;0,00;;;
20548,00;0,00;4,30;0,00;;;
20549,00;0,00;4,30;0,00;;;
20550,00;0,00;-0,10;0,00;;;
20551,00;0,00;-0,10;43,88;;;
20552,00;0,00;-0,10;108,41;;;
20553,00;1,00;-0,10;222,14;;;
20554,00;1,00;-0,10;289,96;;;
20555,00;1,00;-0,10;459,58;;;
20556,00;1,00;-0,10;560,68;;;
20557,00;1,00;-0,10;788,91;;;
20558,00;1,00;6,70;912,18;;;
20559,00;2,00;6,70;912,16;;;
20560,00;2,00;6,70;671,17;;;
20561,00;2,00;6,70;560,75;;;
20562,00;2,00;6,70;369,08;;;
20563,00;2,00;6,70;289,94;;;
20564,00;2,00;6,70;163,38;;;
20565,00;3,00;6,70;108,32;;;
20566,00;3,00;6,70;0,00;;;
20567,00;3,00;8,80;0,00;;;
20568,00;3,00;8,80;0,00;;;
20569,00;3,00;2,20;0,00;;;
20570,00;3,00;2,20;0,00;;;
20571,00;2,00;2,20;0,00;;;
20572,00;2,00;2,20;0,00;;;
20573,00;2,00;2,20;0,00;;;
20574,00;2,00;1,10;0,00;;;
20575,00;2,00;1,10;44,25;;;
20576,00;2,00;1,10;108,73;;;
20577,00;1,00;1,10;222,66;;;
20578,00;1,00;1,10;296,63;;;
20579,00;1,00;1,10;468,34;;;
20580,00;1,00;1,10;570,62;;;
20581,00;1,00;1,10;801,22;;;
20582,00;1,00;12,00;925,58;;;
20583,00;3,00;12,00;925,56;;;
20584,00;3,00;12,00;673,65;;;
20585,00;3,00;12,00;562,85;;;
20586,00;3,00;12,00;370,37;;;
20587,00;3,00;12,00;290,87;;;
20588,00;3,00;12,00;163,81;;;
20589,00;1,00;12,00;108,68;;;
20590,00;1,00;12,00;0,00;;;
20591,00;1,00;14,70;0,00;;;
20592,00;1,00;14,70;0,00;;;
20593,00;1,00;3,80;0,00;;;
20594,00;1,00;3,80;0,00;;;
20595,00;0,00;3,80;0,00;;;
20596,00;0,00;3,80;0,00;;;
20597,00;0,00;3,80;0,00;;;
20598,00;0,00;2,20;0,00;;;
20599,00;0,00;2,20;44,68;;;
20600,00;0,00;2,20;109,06;;;
20601,00;2,00;2,20;223,15;;;
20602,00;2,00;2,20;291,56;;;
20603,00;2,00;2,20;462,82;;;
20604,00;2,00;2,20;564,83;;;
20605,00;2,00;2,20;794,68;;;
20606,00;2,00;5,10;918,53;;;
20607,00;2,00;5,10;918,51;;;
20608,00;2,00;5,10;645,24;;;
20609,00;2,00;5,10;540,87;;;
20610,00;2,00;5,10;359,02;;;
20611,00;2,00;5,10;283,56;;;
20612,00;2,00;5,10;161,98;;;
20613,00;2,00;5,10;108,40;;;
20614,00;2,00;5,10;0,00;;;
20615,00;2,00;6,60;0,00;;;
20616,00;2,00;6,60;0,00;;;
20617,00;2,00;8,20;0,00;;;
20618,00;2,00;8,20;0,00;;;
20619,00;3,00;8,20;0,00;;;
20620,00;3,00;8,20;0,00;;;
20621,00;3,00;8,20;0,00;;;
20622,00;3,00;7,80;0,00;;;
20623,00;3,00;7,80;39,67;;;
20624,00;3,00;7,80;95,16;;;
20625,00;2,00;7,80;166,25;;;
20626,00;2,00;7,80;262,41;;;
20627,00;2,00;7,80;418,42;;;
20628,00;2,00;7,80;511,12;;;
20629,00;2,00;7,80;719,73;;;
20630,00;2,00;12,50;832,01;;;
20631,00;2,00;12,50;832,00;;;
20632,00;2,00;12,50;547,55;;;
20633,00;2,00;12,50;464,66;;;
20634,00;2,00;12,50;318,75;;;
20635,00;2,00;12,50;257,08;;;
20636,00;2,00;12,50;153,55;;;
20637,00;1,00;12,50;104,31;;;
20638,00;1,00;12,50;36,31;;;
20639,00;1,00;8,30;0,00;;;
20640,00;1,00;8,30;0,00;;;
20641,00;1,00;7,00;0,00;;;
20642,00;1,00;7,00;0,00;;;
20643,00;2,00;7,00;0,00;;;
20644,00;2,00;7,00;0,00;;;
20645,00;2,00;7,00;0,00;;;
20646,00;2,00;7,00;0,00;;;
20647,00;2,00;7,00;42,44;;;
20648,00;2,00;7,00;100,14;;;
20649,00;2,00;7,00;172,95;;;
20650,00;2,00;7,00;204,09;;;
20651,00;2,00;7,00;268,71;;;
20652,00;2,00;7,00;303,35;;;
20653,00;2,00;7,00;376,98;;;
20654,00;2,00;9,70;415,17;;;
20655,00;1,00;9,70;415,15;;;
20656,00;1,00;9,70;642,42;;;
20657,00;1,00;9,70;534,86;;;
20658,00;1,00;9,70;347,84;;;
20659,00;1,00;9,70;270,61;;;
20660,00;1,00;9,70;147,49;;;
20661,00;3,00;9,70;94,98;;;
20662,00;3,00;9,70;36,83;;;
20663,00;3,00;12,80;0,00;;;
20664,00;3,00;12,80;0,00;;;
20665,00;3,00;7,60;0,00;;;
20666,00;3,00;7,60;0,00;;;
20667,00;4,00;7,60;0,00;;;
20668,00;4,00;7,60;0,00;;;
20669,00;4,00;7,60;0,00;;;
20670,00;4,00;4,20;0,00;;;
20671,00;4,00;4,20;47,68;;;
20672,00;4,00;4,20;114,07;;;
20673,00;1,00;4,20;230,23;;;
20674,00;1,00;4,20;187,39;;;
20675,00;1,00;4,20;247,59;;;
20676,00;1,00;4,20;279,77;;;
20677,00;1,00;4,20;348,12;;;
20678,00;1,00;7,00;383,55;;;
20679,00;2,00;7,00;383,54;;;
20680,00;2,00;7,00;356,26;;;
20681,00;2,00;7,00;318,41;;;
20682,00;2,00;7,00;247,79;;;
20683,00;2,00;7,00;214,91;;;
20684,00;2,00;7,00;148,92;;;
20685,00;2,00;7,00;107,99;;;
20686,00;2,00;7,00;47,60;;;
20687,00;2,00;10,60;0,00;;;
20688,00;2,00;10,60;0,00;;;
20689,00;2,00;5,20;0,00;;;
20690,00;2,00;5,20;0,00;;;
20691,00;0,00;5,20;0,00;;;
20692,00;0,00;5,20;0,00;;;
20693,00;0,00;5,20;0,00;;;
20694,00;0,00;-0,30;0,00;;;
20695,00;0,00;-0,30;48,10;;;
20696,00;0,00;-0,30;114,23;;;
20697,00;1,00;-0,30;230,10;;;
